Song,Artist Credit,Keyword,Quote
Hell Of A View,Eric Church,intimacy-and-connection,You holdin' me holdin' you|You holdin' me holdin' you\nIt's a hell of a view
Hell Of A View,Eric Church,music-as-entertainment,I paint with my old Gibson
Hell Of A View,Eric Church,nighttime-revelry,"Let's paint it red tonight|This town's our canvas, baby\nLet's paint it red tonight"
Hell Of A View,Eric Church,small-town-roots-and-identity,But I was your first and your\nLast ticket outta there|I caught your wings on fire\nWhen I smoked my Bronco tires\nOutta that town|Outta that town
Hell Of A View,Eric Church,societal-pressure,I was no daddy's dream\nWas not your mama's prayer
Hell Of A View,Eric Church,youth-and-coming-up,Go out like shooting stars\nChasing what's in our hearts|I caught your wings on fire\nWhen I smoked my Bronco tires|Like we got nothin' to lose
Hello,Adele,ex-moving-on,"But it don't matter, it clearly doesn't tear you apart anymore"
Hello,Adele,guilt-and-apology,To tell you I'm sorry for everything that I've done
Hello,Adele,heartbreak-and-grief,To tell you I'm sorry for breaking your heart
Hello,Adele,hidden-emotional-struggle,But I ain't done much healing
Hello,Adele,impermanence,It's no secret that the both of us\nAre running out of time
Hello,Adele,lingering-memories,I've forgotten how it felt before the world fell at our feet
Hello,Adele,loneliness-and-isolation,"But when I call, you never seem to be home"
Hello,Adele,longing-for-reconciliation,I was wondering if after all these years you'd like to meet
Hello,Adele,nostalgia-and-longing,I'm in California dreaming about who we used to be
Hello,Adele,past-trauma-and-healing,They say that time's supposed to heal ya
Hello,Adele,regret-and-reflection,"At least I can say that I've tried|It's so typical of me to talk about myself, I'm sorry|To tell you I'm sorry for everything that I've done"
Hello,Adele,relationship-breakup,To tell you I'm sorry for breaking your heart
Hello,Adele,reluctance-to-let-go,I must've called a thousand times
Hello,Adele,small-town-roots-and-identity,Did you ever make it out of that town\nWhere nothing ever happened?
Here,Alessia Cara,alcohol-and-substance-abuse,Right next to the boy who's throwin' up
Here,Alessia Cara,ambition-and-self-determination,And we'll discuss our big dreams
Here,Alessia Cara,authenticity-and-honesty,Truly I ain't got no business here
Here,Alessia Cara,celebration-and-partying,"So you can, go back, please enjoy your party"
Here,Alessia Cara,community-and-togetherness,Somewhere with my people
Here,Alessia Cara,false-friendship,Not in this room with people who don't even care about my well-being
Here,Alessia Cara,freedom-and-escape,And I can't wait 'til we can break up out of here
Here,Alessia Cara,hidden-emotional-struggle,"Oh God why am I here?|Oh-oh-oh I asked myself, what am I doin' here?"
Here,Alessia Cara,independence-and-self-reliance,"But really I would rather be at home all by myself|I don't dance, don't ask, I don't need a boyfriend"
Here,Alessia Cara,individual-identity,"I don't dance, don't ask, I don't need a boyfriend|I'm stand-offish, don't want what you're offerin'"
Here,Alessia Cara,inner-mental-turmoil,"Oh God why am I here?|Oh-oh-oh I asked myself, what am I doin' here?"
Here,Alessia Cara,loneliness-and-isolation,But really I would rather be at home all by myself|I'll be here\nSomewhere in the corner
Here,Alessia Cara,partying-and-nightlife,Under clouds of marijuana
Here,Alessia Cara,regret-and-reflection,How did it ever come to this? I shoulda never come to this
Here,Alessia Cara,reputation-and-gossip,Not there in the kitchen\nWith the girl who's always gossiping about her friends
Here,Alessia Cara,societal-pressure,And I know you mean only the best\nAnd your intentions aren't to bother me
"Hey Look Ma, I Made It",Panic! At The Disco,ambition-and-self-determination,In the garden of evil\nI'm gonna be the greatest
"Hey Look Ma, I Made It",Panic! At The Disco,confidence-and-self-assurance,"Hey look ma, I made it"
"Hey Look Ma, I Made It",Panic! At The Disco,deception-and-distrust,Friends are happy for me\nOr they're honeysuckle phonies
"Hey Look Ma, I Made It",Panic! At The Disco,dream-and-awakening,"And if it's a dream, don't wake me, don't wake me"
"Hey Look Ma, I Made It",Panic! At The Disco,false-friendship,Or they're honeysuckle phonies|Then they celebrate my medals\nOr they wanna take my trophies
"Hey Look Ma, I Made It",Panic! At The Disco,fame-and-status,"Everything's comin' up aces, aces|Then they celebrate my medals\nOr they wanna take my trophies"
"Hey Look Ma, I Made It",Panic! At The Disco,hustle-and-money,"All my life, been hustlin'"
"Hey Look Ma, I Made It",Panic! At The Disco,loneliness-and-isolation,"And if you never know who you can trust\nThen trust me, you'll be lonely, oh"
"Hey Look Ma, I Made It",Panic! At The Disco,music-as-entertainment,'Cause I'm a hooker sellin' songs\nAnd my pimp's a record label
"Hey Look Ma, I Made It",Panic! At The Disco,relentless-ambition,"I see it, I want it, I take it, take it"
"Hey Look Ma, I Made It",Panic! At The Disco,rising-to-success,"Hey look ma, I made it"
"Hey Look Ma, I Made It",Panic! At The Disco,self-confidence-and-braggadocio,"And tonight is my appraisal|Everything's comin' up aces, aces|In the garden of evil\nI'm gonna be the greatest"
"Hey Look Ma, I Made It",Panic! At The Disco,societal-pressure,This world is full of demons\nStocks and bonds and bible traders
Hide Away,Daya,attraction-and-admiration,Got my both eyes out for Mr. Right
Hide Away,Daya,avoiding-commitment,Boys seem to like the girls\nWho get undressed\nBefore the second date
Hide Away,Daya,deception-and-distrust,Boys seem to like the girls\nWho like to kiss and tell|Girls seem to like the boys\nWho don't appreciate
Hide Away,Daya,desire-and-lust,"Boys seem to like the girls\nWho like to kiss and tell|I'm a good, good girl who needs a little company"
Hide Away,Daya,disappointment-and-failure,Girls seem to like the boys\nWho don't appreciate
Hide Away,Daya,hope-and-optimism,But I hope they all come out tonight
Hide Away,Daya,loneliness-and-isolation,"I'm a good, good girl who needs a little company"
Hide Away,Daya,longing-and-loss,"Where do the good boys go to hide away, hide away?"
Hide Away,Daya,longing-for-clarity,"Looking high and low, someone let me know"
Hide Away,Daya,partner-inadequacy,Girls seem to like the boys\nWho don't appreciate
Hide Away,Daya,romantic-pursuit,But I'd rather find a boy\nWho is down for the chase
Hide Away,Daya,self-worth-and-insecurity,"I'm a good, good girl who needs a little company|To be fly as a mother"
Hide Away,Daya,societal-pressure,Boys seem to like the girls\nWho get undressed\nBefore the second date|Boys seem to like the girls\nWho laugh at anything
Hide Away,Daya,toxic-relationship,Boys seem to like the girls\nWho get undressed\nBefore the second date|Boys seem to like the girls\nWho like to kiss and tell|Girls seem to like the boys\nWho don't appreciate
High Fashion,Roddy Ricch Featuring Mustard,attraction-and-admiration,"Shawty made that ass clap, she don't need no applause"
High Fashion,Roddy Ricch Featuring Mustard,avoiding-commitment,"I ain't no player, I just got a lot of baes"
High Fashion,Roddy Ricch Featuring Mustard,confidence-and-self-assurance,You see my diamonds even when I'm in the dark
High Fashion,Roddy Ricch Featuring Mustard,dancing-and-movement,"Drop that ass to the floor-floor, yeah"
High Fashion,Roddy Ricch Featuring Mustard,desire-and-lust,"If I hit it from the back, she gon' hit the sidewalk"
High Fashion,Roddy Ricch Featuring Mustard,flirtation-and-seduction,Is it okay if I call you my Prada bae?
High Fashion,Roddy Ricch Featuring Mustard,hidden-emotional-struggle,"If I got a feeling, I keep it inside my heart"
High Fashion,Roddy Ricch Featuring Mustard,hustle-and-money,"I'm only doin' cash, I don't need promo"
High Fashion,Roddy Ricch Featuring Mustard,luxury-and-fashion,High fashion like Goyard
High Fashion,Roddy Ricch Featuring Mustard,relationship-complications,"Gotta keep my hoes divided, 'member I was pullin' up in the valley"
High Fashion,Roddy Ricch Featuring Mustard,romantic-pursuit,"But let me tell you, I like you a lot, bae"
High Fashion,Roddy Ricch Featuring Mustard,self-confidence-and-braggadocio,"And I keep a Patek, too, 'cause I don't do Versac'|I keep a Patek, too, 'cause I don't do Versac'"
High Fashion,Roddy Ricch Featuring Mustard,sensual-desire,"I wanna start at the top and the bottom, bae"
High Fashion,Roddy Ricch Featuring Mustard,showing-off-and-impressing,"Know you want the shoe with the red on the bottom, bae"
High Fashion,Roddy Ricch Featuring Mustard,wealth-and-flexing,G-Wagen or the Rover?
High Fashion,Roddy Ricch Featuring Mustard,wealth-and-material-success,"I pull up to the high rise, I'm in the four-four"
High Hopes,Panic! At The Disco,ambition-and-self-determination,"Didn't have a dime, but I always had a vision"
High Hopes,Panic! At The Disco,confidence-and-self-assurance,"They say it's all been done\nBut they haven't seen the best of me, eh, eh, eh"
High Hopes,Panic! At The Disco,defiance-and-rebellion,The stranger crusaders ain't ever wannabes
High Hopes,Panic! At The Disco,hope-and-optimism,"Always had high, high hopes"
High Hopes,Panic! At The Disco,hustle-and-money,Shooting for the stars when I couldn't make a killing
High Hopes,Panic! At The Disco,individual-identity,The weird and the novelties don't ever change
High Hopes,Panic! At The Disco,legacy-and-family,"Be something greater, go make a legacy"
High Hopes,Panic! At The Disco,overcoming-hardship,"Didn't have a dime, but I always had a vision"
High Hopes,Panic! At The Disco,relentless-ambition,I was gonna be that one in a million
High Hopes,Panic! At The Disco,resilience-and-strength,Mama said: Don't give up
High Hopes,Panic! At The Disco,rising-to-success,"Stay up on that rise, stay up on that rise"
High Hopes,Panic! At The Disco,self-worth-and-insecurity,"Didn't have a dime, but I always had a vision"
High Hopes,Panic! At The Disco,societal-pressure,It's uphill for oddities
High Hopes,Panic! At The Disco,youth-and-coming-up,"Had to have high, high hopes for a living"
High Road,Koe Wetzel & Jessie Murph,alcohol-and-substance-abuse,You come home smelling like liquor like every other night
High Road,Koe Wetzel & Jessie Murph,ambition-and-self-determination,Ima take the high road
High Road,Koe Wetzel & Jessie Murph,betrayal-and-cheating,"If I catch you with her, you gon’ catch me with him"
High Road,Koe Wetzel & Jessie Murph,carefree-escapism,Maybe get stoned
High Road,Koe Wetzel & Jessie Murph,confidence-and-self-assurance,You ain't messin' me up like the times before
High Road,Koe Wetzel & Jessie Murph,deception-and-distrust,"You think I don’t hear about it, you better think again"
High Road,Koe Wetzel & Jessie Murph,defiance-and-rebellion,I don't need a ticket to your shit show
High Road,Koe Wetzel & Jessie Murph,female-empowerment,Ima let you cool down while I walk out|Ima take the high road
High Road,Koe Wetzel & Jessie Murph,independence-and-self-reliance,Ima let you cool down while I walk out|Ima take the high road
High Road,Koe Wetzel & Jessie Murph,jealousy-and-bitterness,"If I catch you with her, you gon’ catch me with him"
High Road,Koe Wetzel & Jessie Murph,relationship-complications,Since the day that we met\nIt’s always who cut first and never who bleeds last
High Road,Koe Wetzel & Jessie Murph,reputation-and-gossip,Rumors always turn into yelling and fighting
High Road,Koe Wetzel & Jessie Murph,resilience-and-strength,You ain't messin' me up like the times before
High Road,Koe Wetzel & Jessie Murph,toxic-relationship,It’s always who cut first and never who bleeds last|You come home smelling like liquor like every other night
High Road,Koe Wetzel & Jessie Murph,vulnerability-and-betrayal,"If I catch you with her, you gon’ catch me with him|You come home smelling like liquor like every other night"
Him & I,G-Eazy & Halsey,addiction-and-obsession,"He's out his head, I'm out my mind"
Him & I,G-Eazy & Halsey,alcohol-and-substance-abuse,"We do drugs together (together), fuck up clubs together (together)"
Him & I,G-Eazy & Halsey,authenticity-and-honesty,"Cross my heart, hope to die\nTo my lover, I'd never lie|To my lover, I'd never lie"
Him & I,G-Eazy & Halsey,clinging-to-love,'Til the end I'ma ride wit' you|And she gon' ride for me until this thing over
Him & I,G-Eazy & Halsey,defiance-and-rebellion,"Fuck the world, we just gon' keep getting rich, you know?"
Him & I,G-Eazy & Halsey,desire-and-lust,"Silk on her body, pull it down and watch it slip off"
Him & I,G-Eazy & Halsey,devotion,"I am his and he is mine|Stay solid, never lie to you\nSwear, most likely I'ma die wit' you, yeah"
